2
0,1,0.1149298872697278
1,0,0.10916014385445315
0,2,0.018146824305746493
2,0,0.0
1,2,0.11169875185106833
2,1,0.12931221523106964
2
2
0,1,0.1208731241473397
1,0,0.10331550802139038
0,2,0.019645293315143246
2,0,0.0
1,2,0.11165775401069519
2,1,0.13353500432152118
2
0,1,0.11680044284528093
1,0,0.1042067051035661
0,2,0.01882092443952394
2,0,0.000216076058772688
1,2,0.10698270339525945
2,1,0.13094209161624892
1
0,1,0.11471471471471471
1,0,0.12063492063492064
2
0,1,0.11471471471471471
1,0,0.12063492063492064
0,2,0.4870870870870871
2,0,0.4868530307223914
1,2,0.8693877551020408
2,1,0.8574591752006643
1
0,1,0.11934900542495479
1,0,0.12039981826442527
2
0,1,0.11693325979040264
1,0,0.10300429184549356
0,2,0.018753447324875896
2,0,0.0
1,2,0.10064377682403433
2,1,0.13203883495145632
1
0,1,0.12200956937799043
1,0,0.12100456621004566
2
0,1,0.11211622807017543
1,0,0.10563082133784928
0,2,0.0200109649122807
2,0,0.0
1,2,0.1111346316680779
2,1,0.1314533622559653
1
0,1,0.11782850092535473
1,0,0.11828935395814377
2
0,1,0.12251565477811054
1,0,0.10549872122762148
0,2,0.020963789817587803
2,0,0.0
1,2,0.11146632566069906
2,1,0.12941176470588237
1
0,1,0.10990338164251208
1,0,0.1182648401826484
2
0,1,0.12043596730245232
1,0,0.10646468956688714
0,2,0.017983651226158037
2,0,0.0
1,2,0.10475784083635588
2,1,0.12784398699891658
